# Statistiques journalières de la température de l'air à 2 m à Sigy-le-Châtel (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
1960-12-29,1.91,-0.06,3.63
1960-12-30,1.1,-2.33,3.92
1960-12-31,4.09,1.88,6.29
1961-01-01,3.0,1.41,4.62
1961-01-02,2.72,-0.91,6.07
1961-01-03,6.02,3.15,8.36
1961-01-04,4.3,2.23,6.36
1961-01-05,2.76,-0.13,4.67
1961-01-06,1.65,0.76,2.84
1961-01-07,2.32,0.77,3.43
1961-01-08,4.42,1.9,6.52
1961-01-09,4.89,4.14,5.75
1961-01-10,4.1,3.17,5.24
1961-01-11,3.05,1.59,4.72
1961-01-12,1.11,-0.25,2.81
1961-01-13,-0.21,-2.15,1.64
1961-01-14,0.59,-2.13,2.83
1961-01-15,0.23,-2.37,1.31
1961-01-16,-0.53,-2.0,1.73
1961-01-17,0.42,-0.69,2.78
1961-01-18,-0.6,-2.38,1.35
1961-01-19,1.74,-0.66,4.1
1961-01-20,4.08,2.38,6.68
1961-01-21,4.59,3.03,7.82
1961-01-22,5.76,4.45,7.91
1961-01-23,5.1,4.38,6.19
1961-01-24,4.69,3.38,6.39
1961-01-25,3.87,1.76,5.11
1961-01-26,-0.09,-0.92,1.55
1961-01-27,-0.12,-1.38,2.29
1961-01-28,2.98,-0.25,5.92
1961-01-29,4.75,0.32,9.38
1961-01-30,6.22,3.71,9.02
1961-01-31,10.24,8.42,12.13
1961-02-01,6.63,4.62,9.52
1961-02-02,6.04,2.6,9.06
1961-02-03,5.2,3.74,6.66
1961-02-04,4.86,1.89,8.84
1961-02-05,5.55,3.49,8.16
1961-02-06,9.45,7.25,13.4
1961-02-07,7.06,5.36,8.9
1961-02-08,6.72,3.4,9.38
1961-02-09,9.34,7.47,12.3
1961-02-10,6.47,1.68,10.72
1961-02-11,6.17,0.69,10.53
1961-02-12,8.56,6.1,9.67
1961-02-13,7.51,4.11,13.04
1961-02-14,7.62,3.36,12.64
1961-02-15,7.14,2.08,13.43
1961-02-16,6.49,2.59,11.82
1961-02-17,6.67,2.01,13.64
1961-02-18,6.78,1.51,13.63
1961-02-19,5.54,2.12,9.44
1961-02-20,3.62,1.49,6.1
1961-02-21,5.31,1.25,12.0
1961-02-22,6.6,4.42,9.17
1961-02-23,9.03,6.48,11.93
1961-02-24,10.57,7.15,16.57
1961-02-25,11.36,8.45,16.23
1961-02-26,12.44,8.83,17.41
1961-02-27,13.16,9.27,18.61
1961-02-28,8.78,5.64,11.48
1961-03-01,7.51,6.1,10.54
1961-03-02,6.41,2.27,11.32
1961-03-03,7.74,6.11,9.76
1961-03-04,7.48,2.0,12.67
1961-03-05,6.84,1.05,12.56
1961-03-06,8.91,2.26,14.65
1961-03-07,9.3,3.53,16.06
1961-03-08,9.08,3.55,15.07
1961-03-09,10.97,5.51,17.21
1961-03-10,10.41,5.57,16.18
1961-03-11,10.13,6.92,14.13
1961-03-12,9.18,3.71,15.35
1961-03-13,9.96,5.86,15.18
1961-03-14,8.86,4.93,11.74
1961-03-15,11.46,6.32,16.69
1961-03-16,11.09,5.13,16.8
1961-03-17,14.49,7.71,21.13
1961-03-18,11.41,6.21,16.83
1961-03-19,5.81,3.55,7.89
1961-03-20,3.69,-0.18,7.59
1961-03-21,3.78,-0.7,8.79
1961-03-22,3.36,0.85,6.52
1961-03-23,5.41,-0.13,11.49
1961-03-24,6.91,-0.04,14.04
1961-03-25,9.39,2.25,15.24
1961-03-26,10.03,1.76,16.62
1961-03-27,7.45,3.35,11.28
1961-03-28,5.09,0.23,9.55
1961-03-29,6.42,0.05,13.14
1961-03-30,10.0,5.19,14.27
1961-03-31,10.13,8.1,12.4
1961-04-01,10.65,8.06,14.12
1961-04-02,11.2,9.01,14.64
1961-04-03,10.83,7.11,15.07
1961-04-04,14.34,4.8,21.36
1961-04-05,16.84,12.25,22.79
1961-04-06,17.69,12.24,22.51
1961-04-07,17.38,14.95,20.59
1961-04-08,17.26,12.61,22.23
1961-04-09,16.65,10.5,22.97
1961-04-10,15.78,10.65,22.1
1961-04-11,11.06,8.79,13.34
1961-04-12,13.55,6.94,19.65
1961-04-13,16.71,7.81,24.16
1961-04-14,11.85,9.15,14.82
1961-04-15,10.32,7.55,13.58
1961-04-16,10.48,4.87,16.15
1961-04-17,11.85,9.27,15.66
1961-04-18,10.73,6.76,13.76
1961-04-19,12.12,7.24,17.28
1961-04-20,12.7,10.05,16.48
1961-04-21,13.71,10.72,17.76
1961-04-22,12.96,9.77,17.62
1961-04-23,10.76,8.81,12.64
1961-04-24,9.93,6.84,12.87
1961-04-25,11.35,5.05,15.6
1961-04-26,11.44,9.54,14.31
1961-04-27,10.56,6.1,14.63
1961-04-28,12.14,5.34,19.28
1961-04-29,12.47,9.56,15.86
1961-04-30,11.39,9.08,13.94
1961-05-01,11.58,8.84,14.37
1961-05-02,13.74,10.65,17.22
1961-05-03,14.82,12.19,17.27
1961-05-04,19.29,13.04,24.89
1961-05-05,17.71,13.99,21.51
1961-05-06,14.39,11.41,17.19
1961-05-07,13.43,9.97,17.43
1961-05-08,12.97,10.29,16.26
1961-05-09,12.52,9.88,15.56
1961-05-10,10.36,7.14,13.41
1961-05-11,9.27,6.31,12.29
1961-05-12,11.18,6.0,16.64
1961-05-13,14.78,8.87,20.96
1961-05-14,18.06,9.77,24.87
1961-05-15,16.37,10.86,20.55
1961-05-16,13.77,7.84,18.65
1961-05-17,14.35,8.82,19.81
1961-05-18,13.26,10.23,17.19
1961-05-19,13.29,9.38,16.74
1961-05-20,10.09,6.6,12.37
1961-05-21,9.85,7.0,12.86
1961-05-22,9.63,5.63,12.66
1961-05-23,12.14,6.95,17.28
1961-05-24,14.45,7.81,20.26
1961-05-25,14.02,10.47,17.64
1961-05-26,15.47,11.77,19.25
1961-05-27,10.14,8.0,11.85
1961-05-28,9.2,7.13,11.91
1961-05-29,9.41,4.93,13.81
1961-05-30,11.67,4.5,17.65
1961-05-31,16.04,10.9,21.86
1961-06-01,14.48,11.65,17.68
1961-06-02,12.87,11.07,15.34
1961-06-03,12.08,9.98,14.05
1961-06-04,13.18,10.21,15.48
1961-06-05,14.76,10.83,18.03
1961-06-06,16.44,12.9,21.32
1961-06-07,15.81,12.95,19.64
1961-06-08,17.46,13.99,21.39
1961-06-09,12.93,9.65,15.6
1961-06-10,13.07,8.72,16.83
1961-06-11,14.53,8.21,19.58
1961-06-12,15.48,12.71,18.42
1961-06-13,15.73,12.19,17.65
1961-06-14,15.56,11.48,19.71
1961-06-15,16.57,8.88,22.98
1961-06-16,17.75,9.35,23.93
1961-06-17,19.05,12.22,25.54
1961-06-18,21.13,12.81,27.98
1961-06-19,22.42,16.99,28.33
1961-06-20,22.37,16.85,29.24
1961-06-21,23.21,17.14,29.58
1961-06-22,23.15,18.29,27.58
1961-06-23,22.42,15.97,29.01
1961-06-24,23.59,14.09,31.2
1961-06-25,26.76,20.33,33.76
1961-06-26,23.69,18.18,31.07
1961-06-27,18.4,15.41,19.99
1961-06-28,18.18,13.85,22.46
1961-06-29,20.01,13.51,26.43
1961-06-30,23.64,16.11,30.41
1961-07-01,25.19,19.28,31.56
1961-07-02,25.6,17.49,32.53
1961-07-03,25.62,20.29,30.96
1961-07-04,21.72,14.79,25.99
1961-07-05,17.05,12.42,22.5
1961-07-06,16.82,12.12,22.05
1961-07-07,17.56,11.15,23.45
1961-07-08,19.9,12.13,26.05
1961-07-09,19.79,15.86,24.11
1961-07-10,20.98,15.73,26.38
1961-07-11,20.78,14.16,27.96
1961-07-12,19.97,16.09,28.52
1961-07-13,16.06,13.41,19.63
1961-07-14,15.68,13.7,17.99
1961-07-15,16.06,13.02,19.0
1961-07-16,15.74,13.68,18.34
1961-07-17,14.43,12.66,16.07
1961-07-18,15.76,12.06,19.36
1961-07-19,16.51,14.78,19.32
1961-07-20,18.07,13.83,22.63
1961-07-21,18.08,11.76,23.54
1961-07-22,18.81,13.49,23.89
1961-07-23,18.33,13.13,22.81
1961-07-24,17.82,12.61,23.8
1961-07-25,18.91,11.28,26.08
1961-07-26,21.89,13.25,29.96
1961-07-27,23.06,15.7,29.66
1961-07-28,17.99,14.71,20.13
1961-07-29,15.86,11.78,19.45
1961-07-30,16.08,11.03,21.09
1961-07-31,17.26,9.3,25.04
1961-08-01,20.41,13.9,27.21
1961-08-02,19.86,15.5,23.16
1961-08-03,17.88,13.77,22.92
1961-08-04,19.48,12.05,25.75
1961-08-05,23.84,13.71,31.93
1961-08-06,21.08,17.26,27.79
1961-08-07,16.79,15.21,17.66
1961-08-08,20.52,15.8,26.11
1961-08-09,17.09,15.57,19.45
1961-08-10,16.88,14.78,19.81
1961-08-11,18.08,14.75,22.12
1961-08-12,17.1,13.02,19.8
1961-08-13,16.31,11.14,21.6
1961-08-14,16.29,11.73,20.45
1961-08-15,15.93,13.18,18.52
1961-08-16,15.69,13.27,18.72
1961-08-17,15.61,12.3,19.26
1961-08-18,16.48,10.85,22.15
1961-08-19,16.38,13.69,18.86
1961-08-20,15.43,11.87,19.25
1961-08-21,16.57,9.51,22.74
1961-08-22,17.03,14.17,20.12
1961-08-23,16.02,12.63,19.66
1961-08-24,16.0,12.22,19.56
1961-08-25,17.4,11.85,23.54
1961-08-26,20.87,12.03,28.33
1961-08-27,22.25,14.84,29.05
1961-08-28,21.79,14.61,29.15
1961-08-29,22.95,14.92,31.42
1961-08-30,23.92,15.91,32.27
1961-08-31,23.7,17.04,30.92
1961-09-01,23.79,16.78,31.63
1961-09-02,23.7,16.32,31.06
1961-09-03,24.02,18.21,29.98
1961-09-04,21.96,17.77,27.2
1961-09-05,17.68,14.83,19.88
1961-09-06,17.38,14.13,20.25
1961-09-07,16.48,14.34,18.03
1961-09-08,16.08,13.24,19.75
1961-09-09,15.5,9.68,21.22
1961-09-10,15.38,10.42,21.84
1961-09-11,17.36,9.78,23.85
1961-09-12,18.17,13.19,23.27
1961-09-13,19.86,10.84,28.13
1961-09-14,21.71,18.64,25.82
1961-09-15,20.91,16.96,26.26
1961-09-16,23.07,16.85,30.43
1961-09-17,22.93,18.24,30.22
1961-09-18,22.94,16.42,30.41
1961-09-19,23.21,18.4,30.21
1961-09-20,21.3,16.29,27.78
1961-09-21,20.01,15.25,26.13
1961-09-22,20.28,16.32,25.87
1961-09-23,20.97,14.55,27.99
1961-09-24,20.58,14.44,26.86
1961-09-25,19.16,14.81,25.59
1961-09-26,20.0,13.08,27.66
1961-09-27,21.06,15.09,27.65
1961-09-28,20.74,17.1,26.13
1961-09-29,20.56,15.91,25.51
1961-09-30,17.3,13.22,20.01
1961-10-01,12.16,11.0,13.66
1961-10-02,12.29,10.72,14.61
1961-10-03,14.84,12.67,17.81
1961-10-04,16.33,12.99,21.0
1961-10-05,16.85,12.28,22.79
1961-10-06,16.18,13.89,17.63
1961-10-07,12.58,10.49,13.84
1961-10-08,12.18,8.27,15.7
1961-10-09,13.86,10.89,18.71
1961-10-10,13.78,7.75,20.57
1961-10-11,14.84,6.79,21.35
1961-10-12,14.94,11.1,20.48
1961-10-13,13.45,10.86,17.18
1961-10-14,12.75,8.89,18.92
1961-10-15,11.05,7.01,18.03
1961-10-16,11.94,6.15,16.87
1961-10-17,11.99,9.81,13.71
1961-10-18,7.32,4.39,11.18
1961-10-19,6.58,3.21,8.97
1961-10-20,7.36,3.4,11.67
1961-10-21,7.41,4.32,11.65
1961-10-22,9.5,5.09,13.86
1961-10-23,12.32,9.56,15.03
1961-10-24,14.8,10.54,18.53
1961-10-25,16.06,14.55,17.02
1961-10-26,17.66,15.75,19.89
1961-10-27,11.96,6.46,17.07
1961-10-28,9.47,5.22,14.16
1961-10-29,9.11,6.12,13.22
1961-10-30,8.25,4.26,12.91
1961-10-31,7.75,4.81,11.68
1961-11-01,6.64,4.59,9.15
1961-11-02,6.13,2.16,11.73
1961-11-03,7.65,4.86,10.06
1961-11-04,3.17,1.41,5.09
1961-11-05,3.43,2.08,5.51
1961-11-06,2.55,0.86,5.06
1961-11-07,2.41,-0.87,5.55
1961-11-08,6.34,2.69,9.67
1961-11-09,9.53,6.0,11.67
1961-11-10,6.88,4.69,8.99
1961-11-11,6.07,4.9,7.06
1961-11-12,5.33,3.53,7.67
1961-11-13,5.1,3.55,7.84
1961-11-14,4.81,3.34,6.88
1961-11-15,3.6,2.09,6.14
1961-11-16,2.63,-0.21,6.3
1961-11-17,2.44,1.1,3.93
1961-11-18,1.57,-0.4,3.98
1961-11-19,1.12,-0.05,3.43
1961-11-20,2.64,0.66,6.02
1961-11-21,5.79,3.58,8.44
1961-11-22,6.14,4.7,8.41
1961-11-23,6.77,5.21,8.48
1961-11-24,8.48,6.38,11.92
1961-11-25,8.3,5.6,10.86
1961-11-26,11.42,10.85,12.22
1961-11-27,10.88,7.6,13.02
1961-11-28,6.63,2.1,9.84
1961-11-29,2.89,0.98,4.58
1961-11-30,4.68,0.92,8.17
1961-12-01,9.85,7.41,11.05
1961-12-02,10.02,8.42,10.88
1961-12-03,10.45,9.37,12.55
1961-12-04,14.65,11.82,16.53
1961-12-05,12.18,8.44,14.07
1961-12-06,4.84,1.11,8.68
1961-12-07,0.83,-1.14,3.48
1961-12-08,-0.16,-2.49,2.42
1961-12-09,6.39,1.8,9.52
1961-12-10,11.02,8.73,13.4
1961-12-11,13.86,12.97,14.74
1961-12-12,11.93,11.13,13.21
1961-12-13,9.77,5.43,12.62
1961-12-14,9.11,3.33,11.55
1961-12-15,5.43,2.76,7.65
1961-12-16,1.63,-0.92,3.62
1961-12-17,-3.15,-4.97,-0.66
1961-12-18,-4.8,-6.17,-3.31
1961-12-19,-4.85,-6.55,-3.06
1961-12-20,-3.09,-5.17,-0.61
1961-12-21,-2.62,-5.79,0.36
1961-12-22,-1.81,-3.22,0.36
1961-12-23,-1.91,-3.04,-0.39
1961-12-24,-2.68,-3.79,-1.59
1961-12-25,-0.88,-3.36,1.31
1961-12-26,2.23,-0.01,4.02
1961-12-27,2.09,0.56,3.93
1961-12-28,1.6,0.2,2.52
1961-12-29,3.17,0.75,5.78
1961-12-30,8.14,5.12,10.71
1961-12-31,11.17,5.35,13.71
1962-01-01,2.65,0.72,5.54
1962-01-02,0.09,-1.98,0.93
1962-01-03,-1.64,-2.81,-0.63
1962-01-04,1.38,-0.9,3.17
1962-01-05,1.75,1.29,2.25
1962-01-06,1.5,0.62,3.1
1962-01-07,3.36,1.67,4.96
1962-01-08,4.08,2.99,5.51
1962-01-09,7.1,4.77,9.57
1962-01-10,8.94,6.02,10.38
1962-01-11,8.82,5.68,10.94
1962-01-12,7.39,4.9,11.15
1962-01-13,8.06,4.38,11.4
1962-01-14,3.93,1.0,6.97
1962-01-15,3.02,0.51,6.31
1962-01-16,5.51,2.42,9.17
1962-01-17,7.98,5.69,11.12
1962-01-18,7.01,5.84,8.49
1962-01-19,7.75,6.49,10.64
1962-01-20,8.77,6.73,11.96
1962-01-21,9.23,7.11,12.22
1962-01-22,7.16,4.99,8.74
1962-01-23,4.88,3.51,7.37
1962-01-24,7.81,4.5,11.03
1962-01-25,8.77,7.21,9.92
1962-01-26,7.66,5.5,9.21
1962-01-27,8.07,6.62,9.14
1962-01-28,4.4,2.84,6.57
1962-01-29,-0.13,-4.08,2.39
1962-01-30,-3.43,-4.93,-1.39
1962-01-31,-3.1,-4.85,-0.55
1962-02-01,-2.12,-3.57,0.18
1962-02-02,0.63,-1.23,2.42
1962-02-03,-0.04,-1.9,1.95
1962-02-04,2.95,0.19,5.33
1962-02-05,7.48,5.88,9.19
1962-02-06,7.07,5.71,9.97
1962-02-07,7.18,4.79,9.76
1962-02-08,5.75,3.81,7.71
1962-02-09,4.49,1.86,6.32
1962-02-10,2.24,0.29,5.26
1962-02-11,3.6,0.95,6.7
1962-02-12,4.29,0.89,7.2
1962-02-13,5.84,1.21,9.25
1962-02-14,0.88,-0.51,2.34
1962-02-15,1.19,-0.49,2.96
1962-02-16,4.01,0.55,7.39
1962-02-17,5.86,3.64,7.42
1962-02-18,3.65,1.02,6.55
1962-02-19,4.18,0.78,9.55
1962-02-20,3.6,0.3,9.2
1962-02-21,3.58,-1.08,9.01
1962-02-22,1.9,-0.34,4.57
1962-02-23,0.29,-1.41,3.46
1962-02-24,-0.57,-2.54,2.49
1962-02-25,0.03,-2.82,3.82
1962-02-26,0.46,-0.13,1.65
1962-02-27,3.95,0.42,8.66
1962-02-28,2.22,0.2,4.99
1962-03-01,1.05,0.26,2.35
1962-03-02,-0.58,-5.68,0.72
1962-03-03,-0.14,-4.59,3.69
1962-03-04,5.94,2.59,9.61
1962-03-05,2.58,-0.21,7.17
1962-03-06,-0.01,-1.72,1.7
1962-03-07,0.87,-3.61,4.92
1962-03-08,5.84,2.3,9.59
1962-03-09,6.59,4.82,8.02
1962-03-10,8.83,6.18,12.54
1962-03-11,6.98,4.61,10.08
1962-03-12,5.47,2.44,7.6
1962-03-13,1.71,-0.74,3.51
1962-03-14,0.3,-2.72,3.95
1962-03-15,0.4,-1.52,3.09
1962-03-16,1.02,-1.15,4.27
1962-03-17,0.19,-2.19,2.49
1962-03-18,0.77,-1.98,3.56
1962-03-19,1.75,-3.03,7.62
1962-03-20,3.01,-2.61,9.38
1962-03-21,3.37,-1.76,8.38
1962-03-22,3.32,0.2,6.88
1962-03-23,2.85,-0.58,6.21
1962-03-24,3.14,-1.89,7.33
1962-03-25,4.2,0.32,8.73
1962-03-26,1.96,-1.44,6.52
1962-03-27,6.53,4.05,10.2
1962-03-28,7.98,2.38,12.43
1962-03-29,11.05,9.01,12.9
1962-03-30,12.59,10.27,14.71
1962-03-31,10.95,5.48,14.19
1962-04-01,6.75,2.87,10.62
1962-04-02,8.09,5.32,12.13
1962-04-03,9.38,4.57,15.25
1962-04-04,7.32,4.46,10.42
1962-04-05,6.42,4.57,8.65
1962-04-06,5.28,3.17,8.42
1962-04-07,6.59,1.02,12.09
1962-04-08,9.06,4.73,15.2
1962-04-09,5.91,4.0,8.52
1962-04-10,5.37,1.08,9.14
1962-04-11,7.01,1.57,11.21
1962-04-12,8.73,3.98,12.71
1962-04-13,8.86,5.05,11.37
1962-04-14,3.99,1.94,6.85
1962-04-15,3.2,1.93,5.19
1962-04-16,6.23,-0.34,11.63
1962-04-17,6.64,5.18,9.17
1962-04-18,10.38,5.82,14.27
1962-04-19,11.35,4.31,17.53
1962-04-20,11.16,4.99,15.12
1962-04-21,14.26,8.23,20.04
1962-04-22,15.53,12.14,19.08
1962-04-23,14.95,10.46,19.49
1962-04-24,16.4,10.44,22.35
1962-04-25,16.79,11.17,23.66
1962-04-26,16.1,10.48,23.3
1962-04-27,14.97,11.28,18.97
1962-04-28,12.1,7.24,17.38
1962-04-29,8.97,5.28,12.79
1962-04-30,6.28,3.15,9.33
1962-05-01,7.32,2.4,12.36
1962-05-02,9.88,1.11,16.44
1962-05-03,11.95,4.11,18.18
1962-05-04,11.63,9.6,14.09
1962-05-05,12.33,9.34,14.34
1962-05-06,15.86,12.61,21.08
1962-05-07,19.06,10.69,25.51
1962-05-08,19.59,14.61,24.64
1962-05-09,14.51,11.49,18.02
1962-05-10,11.71,9.41,15.13
1962-05-11,9.95,7.82,12.26
1962-05-12,10.77,6.98,14.06
1962-05-13,9.91,6.58,12.99
1962-05-14,8.32,6.8,9.99
1962-05-15,8.87,6.22,12.46
1962-05-16,11.36,5.59,15.65
1962-05-17,14.05,11.37,16.54
1962-05-18,16.1,11.96,21.07
1962-05-19,12.65,9.07,15.55
1962-05-20,9.66,6.11,13.0
1962-05-21,11.33,6.56,15.67
1962-05-22,13.44,10.83,16.18
1962-05-23,13.72,9.36,18.45
1962-05-24,12.2,7.43,15.75
1962-05-25,9.15,6.82,11.16
1962-05-26,8.72,5.55,12.04
1962-05-27,10.54,5.42,14.82
1962-05-28,10.95,7.09,15.03
1962-05-29,11.63,8.25,15.01
1962-05-30,12.84,6.4,19.08
1962-05-31,13.67,9.0,18.29
1962-06-01,7.84,5.96,9.53
1962-06-02,9.75,6.25,13.13
1962-06-03,11.54,6.68,16.37
1962-06-04,13.06,6.94,18.26
1962-06-05,13.99,8.69,19.18
1962-06-06,14.29,8.36,19.12
1962-06-07,14.53,10.59,18.56
1962-06-08,15.55,11.46,19.96
1962-06-09,15.49,9.24,21.45
1962-06-10,15.15,9.66,20.53
1962-06-11,15.24,11.29,18.94
1962-06-12,15.0,9.58,20.66
1962-06-13,18.64,9.43,26.16
1962-06-14,20.44,13.88,25.63
1962-06-15,19.16,15.6,23.89
1962-06-16,19.36,14.5,23.82
1962-06-17,20.76,14.35,26.68
1962-06-18,22.55,17.03,27.88
1962-06-19,19.2,15.45,22.51
1962-06-20,18.39,14.72,22.99
1962-06-21,19.85,12.5,25.83
1962-06-22,21.31,13.37,28.68
1962-06-23,24.64,18.28,31.35
1962-06-24,24.39,17.18,31.29
1962-06-25,20.06,14.58,24.34
1962-06-26,18.46,13.12,24.36
1962-06-27,15.82,11.42,20.32
1962-06-28,15.68,8.23,22.59
1962-06-29,17.1,10.96,22.08
1962-06-30,16.21,10.84,20.2
1962-07-01,15.67,10.51,21.73
1962-07-02,17.35,11.1,23.75
1962-07-03,19.3,12.78,25.45
1962-07-04,15.59,10.88,18.52
1962-07-05,12.8,10.59,15.54
1962-07-06,13.9,10.1,17.42
1962-07-07,16.0,8.84,22.89
1962-07-08,19.27,10.7,27.65
1962-07-09,21.42,14.5,27.33
1962-07-10,23.34,15.21,31.37
1962-07-11,20.29,16.79,25.36
1962-07-12,18.85,14.61,23.38
1962-07-13,19.11,13.18,24.41
1962-07-14,18.86,15.04,23.03
1962-07-15,17.8,14.38,22.03
1962-07-16,16.46,14.08,19.0
1962-07-17,16.69,12.74,20.39
1962-07-18,17.45,12.68,22.09
1962-07-19,18.19,12.59,23.31
1962-07-20,23.27,14.85,31.74
1962-07-21,18.74,15.5,21.07
1962-07-22,18.17,13.88,22.27
1962-07-23,19.1,14.18,24.46
1962-07-24,20.37,13.46,27.61
1962-07-25,25.68,17.2,33.9
1962-07-26,23.4,19.95,28.5
1962-07-27,21.53,18.23,26.12
1962-07-28,20.32,16.69,24.9
1962-07-29,19.24,14.32,24.39
1962-07-30,19.06,12.11,25.74
1962-07-31,20.44,12.8,27.49
1962-08-01,23.72,16.36,31.71
1962-08-02,24.57,18.55,31.11
1962-08-03,22.31,18.13,27.43
1962-08-04,21.65,17.11,27.22
1962-08-05,22.16,18.18,27.46
1962-08-06,23.88,17.76,31.02
1962-08-07,16.51,12.28,20.12
1962-08-08,16.03,12.4,21.07
1962-08-09,17.25,10.44,23.49
1962-08-10,18.49,11.94,25.09
1962-08-11,20.22,13.52,27.45
1962-08-12,23.6,15.39,32.57
1962-08-13,25.69,18.02,33.95
1962-08-14,27.27,20.01,36.59
1962-08-15,20.21,15.72,24.7
1962-08-16,19.13,15.72,23.42
1962-08-17,19.42,15.67,24.44
1962-08-18,18.19,14.95,22.31
1962-08-19,19.27,12.78,26.37
1962-08-20,22.14,13.99,31.49
1962-08-21,20.37,17.12,23.05
1962-08-22,19.16,14.47,24.32
1962-08-23,19.06,14.21,25.1
1962-08-24,22.07,14.81,29.92
1962-08-25,20.09,15.28,22.88
1962-08-26,19.83,13.18,26.55
1962-08-27,19.2,14.47,23.76
1962-08-28,19.93,12.08,28.1
1962-08-29,21.72,12.63,29.88
1962-08-30,21.55,14.91,28.27
1962-08-31,22.09,14.98,29.59
1962-09-01,21.13,14.79,28.31
1962-09-02,22.43,13.97,30.97
1962-09-03,25.36,17.66,34.91
1962-09-04,18.54,15.78,22.62
1962-09-05,17.45,15.55,18.87
1962-09-06,21.74,17.3,27.04
1962-09-07,17.79,15.01,21.29
1962-09-08,16.03,12.71,19.69
1962-09-09,15.42,9.51,21.92
1962-09-10,20.18,12.42,29.38
1962-09-11,22.07,16.95,28.11
1962-09-12,21.57,16.44,27.94
1962-09-13,17.45,13.47,21.17
1962-09-14,15.77,11.36,21.34
1962-09-15,20.55,13.3,29.2
1962-09-16,16.95,13.01,19.15
1962-09-17,12.67,10.0,14.28
1962-09-18,10.16,6.34,12.61
1962-09-19,10.21,5.46,14.79
1962-09-20,10.11,4.76,15.8
1962-09-21,10.99,5.66,17.08
1962-09-22,11.27,6.15,16.7
1962-09-23,10.55,4.88,16.65
1962-09-24,13.08,7.72,19.23
1962-09-25,15.12,8.22,22.35
1962-09-26,13.09,11.95,14.59
1962-09-27,12.89,10.65,14.46
1962-09-28,13.59,8.73,18.07
1962-09-29,13.83,10.46,16.41
1962-09-30,16.13,10.96,22.07
1962-10-01,18.0,13.01,24.32
1962-10-02,19.06,15.49,24.39
1962-10-03,17.48,12.97,23.09
1962-10-04,14.38,10.26,19.2
1962-10-05,13.91,9.14,19.78
1962-10-06,14.53,10.43,19.61
1962-10-07,14.48,10.99,19.13
1962-10-08,13.12,8.8,18.27
1962-10-09,12.75,8.05,18.62
1962-10-10,12.65,7.13,19.33
1962-10-11,12.7,6.82,19.0
1962-10-12,12.47,8.91,16.06
1962-10-13,13.14,10.31,17.96
1962-10-14,13.22,8.9,17.61
1962-10-15,9.56,6.61,12.97
1962-10-16,9.37,5.98,13.34
1962-10-17,10.28,6.66,15.06
1962-10-18,8.88,4.51,15.06
1962-10-19,10.22,5.82,15.36
1962-10-20,10.96,8.6,14.36
1962-10-21,9.12,5.05,13.92
1962-10-22,9.11,4.67,15.0
1962-10-23,10.22,5.66,15.32
1962-10-24,11.34,9.25,14.7
1962-10-25,10.65,8.14,15.27
1962-10-26,12.94,8.5,17.72
1962-10-27,8.79,4.86,14.67
1962-10-28,6.34,3.55,8.69
1962-10-29,6.01,4.21,8.21
1962-10-30,5.31,1.84,7.4
1962-10-31,7.25,4.46,8.71
1962-11-01,4.83,0.61,7.78
1962-11-02,5.46,0.22,10.46
1962-11-03,9.85,4.34,14.42
1962-11-04,11.12,9.93,13.75
1962-11-05,8.87,5.92,11.23
1962-11-06,7.36,5.66,9.88
1962-11-07,7.74,6.49,8.78
1962-11-08,8.9,4.57,14.25
1962-11-09,8.33,5.67,12.94
1962-11-10,8.09,5.11,11.41
1962-11-11,7.75,4.85,10.27
1962-11-12,7.26,5.34,9.24
1962-11-13,3.94,2.13,5.83
1962-11-14,2.71,1.1,4.89
1962-11-15,3.0,0.41,6.06
1962-11-16,0.51,-2.4,3.78
1962-11-17,1.83,-0.38,3.99
1962-11-18,2.93,0.13,4.74
1962-11-19,1.4,-0.38,2.67
1962-11-20,1.17,-2.02,3.39
1962-11-21,2.38,0.06,4.48
1962-11-22,-0.51,-3.97,2.87
1962-11-23,0.39,-3.97,2.33
1962-11-24,0.42,-1.92,2.39
1962-11-25,-0.83,-5.79,1.76
1962-11-26,1.26,-3.88,5.19
1962-11-27,0.76,-2.04,2.32
1962-11-28,1.88,0.61,3.74
1962-11-29,-0.09,-2.16,2.08
1962-11-30,0.56,-2.69,3.54
1962-12-01,1.96,-0.46,3.97
1962-12-02,-0.17,-2.55,3.55
1962-12-03,-1.38,-3.52,0.72
1962-12-04,-2.83,-4.75,-0.35
1962-12-05,-3.47,-6.27,0.21
1962-12-06,-3.23,-6.37,1.49
1962-12-07,-1.73,-5.62,2.19
1962-12-08,-2.8,-6.01,-0.25
1962-12-09,3.77,-1.66,7.72
1962-12-10,5.59,1.53,7.55
1962-12-11,3.5,0.97,5.97
1962-12-12,5.18,1.16,6.89
1962-12-13,1.32,0.23,3.06
1962-12-14,1.53,0.04,2.86
1962-12-15,4.8,1.04,8.62
1962-12-16,6.68,2.99,10.47
1962-12-17,2.82,0.47,4.96
1962-12-18,4.71,1.07,7.3
1962-12-19,3.44,1.42,5.39
1962-12-20,1.27,-0.67,2.37
1962-12-21,4.58,1.24,7.21
1962-12-22,1.9,-2.74,3.83
1962-12-23,-6.02,-9.53,-2.86
